x,surface_ref,surface_mov_before,surface_mov_after,edge_margin_px,rotation_angle_deg
132,702.0,673.0,693.0,139,9.5
133,702.0,674.0,693.0,139,9.5
134,702.0,674.0,693.0,139,9.5
135,702.0,674.0,693.0,139,9.5
136,702.0,674.0,693.0,139,9.5
137,702.0,674.0,693.0,139,9.5
138,702.0,674.0,693.0,139,9.5
139,702.0,674.0,693.0,139,9.5
140,703.0,674.0,693.0,139,9.5
141,704.0,674.0,692.0,139,9.5
142,705.0,674.0,691.0,139,9.5
143,705.0,674.0,690.0,139,9.5
144,706.0,674.0,689.0,139,9.5
145,707.0,674.0,688.0,139,9.5
146,707.0,674.0,687.0,139,9.5
147,708.0,674.0,687.0,139,9.5
148,708.0,675.0,686.0,139,9.5
149,708.0,675.0,685.0,139,9.5
150,709.0,675.0,684.0,139,9.5
151,709.0,676.0,683.0,139,9.5
152,710.0,676.0,682.0,139,9.5
153,710.0,676.0,682.0,139,9.5
154,710.0,676.0,682.0,139,9.5
155,710.0,677.0,682.0,139,9.5
156,710.0,677.0,682.0,139,9.5
157,710.0,677.0,682.0,139,9.5
158,710.0,678.0,682.0,139,9.5
159,710.0,678.0,682.0,139,9.5
160,710.0,678.0,682.0,139,9.5
161,710.0,678.0,682.0,139,9.5
162,710.0,679.0,682.0,139,9.5
163,710.0,679.0,682.0,139,9.5
164,710.0,679.0,682.0,139,9.5
165,710.0,679.0,682.0,139,9.5
166,710.0,679.0,682.0,139,9.5
167,710.0,678.0,682.0,139,9.5
168,710.0,678.0,682.0,139,9.5
169,710.0,678.0,682.0,139,9.5
170,710.0,677.0,682.0,139,9.5
171,710.0,676.0,682.0,139,9.5
172,710.0,675.0,682.0,139,9.5
173,710.0,674.0,682.0,139,9.5
174,710.0,673.0,682.0,139,9.5
175,710.0,672.0,682.0,139,9.5
176,710.0,671.0,682.0,139,9.5
177,710.0,669.0,682.0,139,9.5
178,710.0,668.0,682.0,139,9.5
179,710.0,664.0,682.0,139,9.5
180,710.0,659.0,682.0,139,9.5
181,710.0,656.0,682.0,139,9.5
182,710.0,653.0,682.0,139,9.5
183,710.0,651.0,682.0,139,9.5
184,710.0,649.0,682.0,139,9.5
185,710.0,647.0,682.0,139,9.5
186,710.0,646.0,682.0,139,9.5
187,710.0,645.0,682.0,139,9.5
188,710.0,644.0,682.0,139,9.5
189,710.0,643.0,682.0,139,9.5
190,710.0,642.0,682.0,139,9.5
191,710.0,641.0,682.0,139,9.5
192,710.0,641.0,682.0,139,9.5
193,710.0,640.0,682.0,139,9.5
194,710.0,639.0,682.0,139,9.5
195,710.0,638.0,682.0,139,9.5
196,710.0,637.0,682.0,139,9.5
197,710.0,636.0,682.0,139,9.5
198,710.0,635.0,682.0,139,9.5
199,710.0,634.0,682.0,139,9.5
200,710.0,633.0,682.0,139,9.5
201,710.0,632.0,682.0,139,9.5
202,710.0,631.0,682.0,139,9.5
203,710.0,630.0,682.0,139,9.5
204,710.0,628.0,682.0,139,9.5
205,710.0,626.0,682.0,139,9.5
206,710.0,624.0,682.0,139,9.5
207,710.0,622.0,682.0,139,9.5
208,710.0,619.0,682.0,139,9.5
209,710.0,618.0,682.0,139,9.5
210,710.0,617.0,682.0,139,9.5
211,710.0,615.0,682.0,139,9.5
212,710.0,615.0,682.0,139,9.5
213,710.0,614.0,682.0,139,9.5
214,710.0,613.0,682.0,139,9.5
215,710.0,613.0,682.0,139,9.5
216,710.0,613.0,682.0,139,9.5
217,710.0,613.0,682.0,139,9.5
218,710.0,614.0,682.0,139,9.5
219,710.0,614.0,682.0,139,9.5
220,710.0,615.0,682.0,139,9.5
221,710.0,616.0,682.0,139,9.5
222,710.0,653.6666666666666,682.0,139,9.5
223,710.0,672.5,682.0,139,9.5
224,710.0,673.1666666666666,682.0,139,9.5
225,710.0,692.0,682.0,139,9.5
226,710.0,729.0,682.0,139,9.5
227,710.0,729.0,682.0,139,9.5
228,710.0,729.0,682.0,139,9.5
229,710.0,729.0,682.0,139,9.5
230,710.0,729.0,682.0,139,9.5
231,710.0,729.0,682.0,139,9.5
232,710.0,729.0,682.0,139,9.5
233,710.0,729.0,682.0,139,9.5
234,710.0,729.0,682.0,139,9.5
235,710.0,729.0,682.0,139,9.5
236,710.0,729.0,682.0,139,9.5
237,710.0,729.0,682.0,139,9.5
238,710.0,729.0,682.0,139,9.5
239,710.0,729.0,682.0,139,9.5
240,710.0,729.0,682.0,139,9.5
241,710.0,729.0,682.0,139,9.5
242,710.0,729.0,682.0,139,9.5
243,710.0,729.0,682.0,139,9.5
244,710.0,729.0,682.0,139,9.5
245,710.0,729.0,682.0,139,9.5
246,710.0,729.0,682.0,139,9.5
247,710.0,729.0,682.0,139,9.5
248,710.0,729.0,682.0,139,9.5
249,710.0,729.0,682.0,139,9.5
250,710.0,729.0,682.0,139,9.5
251,710.0,729.0,682.0,139,9.5
252,710.0,729.0,682.0,139,9.5
253,710.0,729.0,682.0,139,9.5
254,710.0,729.0,682.0,139,9.5
255,710.0,729.0,682.0,139,9.5
256,710.0,729.0,682.0,139,9.5
257,710.0,729.0,682.0,139,9.5
258,710.0,729.0,682.0,139,9.5
259,710.0,729.0,682.0,139,9.5
260,710.0,729.0,682.0,139,9.5
261,710.0,729.0,682.0,139,9.5
262,710.0,729.0,682.0,139,9.5
263,710.0,729.0,682.0,139,9.5
264,710.0,729.0,682.0,139,9.5
265,710.0,729.0,682.0,139,9.5
266,710.0,729.0,682.0,139,9.5
267,710.0,729.0,682.0,139,9.5
268,710.0,729.0,682.0,139,9.5
269,710.0,729.0,682.0,139,9.5
270,710.0,729.0,682.0,139,9.5
271,710.0,729.0,682.0,139,9.5
272,710.0,729.0,682.0,139,9.5
273,710.0,729.0,682.0,139,9.5
274,710.0,729.0,682.0,139,9.5
275,710.0,729.0,682.0,139,9.5
276,710.0,729.0,682.0,139,9.5
277,710.0,729.0,682.0,139,9.5
278,710.0,729.0,682.0,139,9.5
279,710.0,729.0,682.0,139,9.5
280,710.0,729.0,682.0,139,9.5
281,710.0,729.0,682.0,139,9.5
282,710.0,729.0,682.0,139,9.5
283,710.0,729.0,682.0,139,9.5
284,710.0,729.0,682.0,139,9.5
285,710.0,729.0,682.0,139,9.5
286,710.0,729.0,682.0,139,9.5
287,710.0,729.0,682.0,139,9.5
288,710.0,729.0,682.0,139,9.5
289,710.0,729.0,682.0,139,9.5
290,710.0,729.0,682.0,139,9.5
291,710.0,729.0,682.0,139,9.5
