x,surface_ref,surface_mov_before,surface_mov_after,edge_margin_px,rotation_angle_deg
306,624.0,621.0,622.0,30,2.0
307,625.0,621.0,622.0,30,2.0
308,625.0,621.0,622.0,30,2.0
309,625.0,621.0,622.0,30,2.0
310,625.0,621.0,623.0,30,2.0
311,625.0,621.0,623.0,30,2.0
312,625.0,621.0,623.0,30,2.0
313,625.0,621.0,623.0,30,2.0
314,625.0,621.0,623.0,30,2.0
315,625.0,621.0,623.0,30,2.0
316,625.0,621.0,623.0,30,2.0
317,625.0,622.0,623.0,30,2.0
318,625.0,622.0,623.0,30,2.0
319,625.0,622.0,623.0,30,2.0
320,625.0,622.0,623.0,30,2.0
321,625.0,622.0,623.0,30,2.0
322,625.0,622.0,623.0,30,2.0
323,625.0,622.0,623.0,30,2.0
324,625.0,622.0,623.0,30,2.0
325,625.0,622.0,623.0,30,2.0
326,625.0,622.0,623.0,30,2.0
327,625.0,622.0,623.0,30,2.0
328,625.0,622.0,623.0,30,2.0
329,625.0,623.0,623.0,30,2.0
330,625.0,623.0,623.0,30,2.0
331,625.0,623.0,624.0,30,2.0
332,625.0,623.0,624.0,30,2.0
333,625.0,623.0,624.0,30,2.0
334,625.0,623.0,624.0,30,2.0
335,625.0,623.0,624.0,30,2.0
336,625.0,623.0,624.0,30,2.0
337,625.0,623.0,624.0,30,2.0
338,625.0,623.0,624.0,30,2.0
339,625.0,623.0,624.0,30,2.0
340,625.0,623.0,624.0,30,2.0
341,625.0,623.0,624.0,30,2.0
342,625.0,623.0,624.0,30,2.0
343,625.0,623.0,624.0,30,2.0
344,625.0,623.0,624.0,30,2.0
345,625.0,623.0,624.0,30,2.0
346,625.0,623.0,624.0,30,2.0
347,625.0,624.0,624.0,30,2.0
348,625.0,624.0,624.0,30,2.0
349,625.0,624.0,624.0,30,2.0
350,625.0,624.0,624.0,30,2.0
351,625.0,624.0,624.0,30,2.0
352,625.0,624.0,624.0,30,2.0
353,625.0,624.0,624.0,30,2.0
354,625.0,624.0,624.0,30,2.0
355,625.0,624.0,624.0,30,2.0
356,626.0,624.0,624.0,30,2.0
357,626.0,624.0,624.0,30,2.0
358,626.0,624.0,624.0,30,2.0
359,626.0,624.0,624.0,30,2.0
360,626.0,624.0,624.0,30,2.0
361,626.0,624.0,624.0,30,2.0
362,626.0,625.0,624.0,30,2.0
363,626.0,625.0,624.0,30,2.0
364,626.0,625.0,624.0,30,2.0
